ID,Upvotes
137345,43420984
426975,10537989
126697,2382028.8
188080,16331783
399469,57465492
132942,67090340
199602,130294584
335704,31407210
20602,2661448.2
458202,222006320
74016,37627110
374627,135647680
169941,52738420
267769,48527280
108489,669974.56
51782,8219598
160092,43371720
152160,94917096
162504,53001316
286106,39807340
331480,25033134
451655,23283758
311726,10654295
199325,58188844
24806,1449348.1
237104,3434376.2
252830,41049132
273090,42588204
115172,24736008
28445,73576744
153732,45960536
40870,222539.75
212207,86952696
411175,4267494
213177,22872454
149578,474419.28
329243,42985660
26565,110569624
242893,197564200
163630,27429636
11802,18780932
434228,110674040
277388,1233002000
116623,449306100
12726,21290224
92182,7819057.5
308356,760491.3
342196,10035225
435921,69271550
117479,168428160
20084,18282630
110267,219673540
211485,10251211
52505,4852115
105490,190176180
400015,39536320
376091,13627873
169994,13693798
447639,32219092
371187,6314786
90597,4994467
142364,729321.5
337332,168528130
381967,86318360
333824,115648690
148970,48642284
164926,41782670
283475,25134412
385738,65834732
351580,103755416
252511,43862230
74994,17858380
181215,6524701
175240,11787205
326299,31057672
147014,56345716
43,17564076
168852,5980865.5
139899,54231212
92827,20891430
165023,4908129
65135,44228570
438924,1640626.2
124065,53893612
468868,35636868
395456,2710058.8
80156,117471990
279666,45004228
255179,75112170
30329,8500731
351240,4039514.2
330034,146027740
12342,6813421.5
327306,55002144
110149,319038.5
368744,11767899
96337,184880080
343321,6541185.5
79366,29009392
199920,5701901
22910,335834500
446787,16855074
367361,2929144
272292,26248484
333092,7373883
192137,1281315000
82097,70384340
98490,797325250
114358,85418700
405496,25808000
464141,13091597
34565,11073971
446335,20026704
38895,50648780
326932,101263440
461640,14300951
386626,9170796
217886,55908228
321498,12854863
247211,636844900
25731,56653588
202584,4189101.2
99937,22521954
92509,35918610
306100,46234430
45223,32804556
72671,31560206
55616,163807730
398035,1306339.2
154437,23734156
468623,39893508
316964,3911019.8
232389,254844180
208692,14912011
64213,18528948
204826,5880114.5
296884,53672376
387856,20727194
52733,25236802
433114,39877130
57249,58200956
162316,12342097
422712,634010.44
444109,132922.05
349477,107844120
207955,68708480
128102,64070660
411957,20436850
294032,8842957
223753,51102604
357921,76710510
73844,6870639.5
365578,33461144
380793,5305598.5
185815,68566430
221374,142643710
218609,18024480
291475,1030278.4
237002,8662337
279871,46011624
232371,6978746
168273,15400354
75316,4343998
3824,24888556
438075,538550.5
160250,79518850
380340,13278566
352801,77640730
434035,324287870
149361,197096080
204152,132336776
369459,210400030
351015,4879564000
305068,15660065
85319,5981396
27745,42072876
37261,7512230
368918,13544679
337189,1428899.5
3327,256685.98
133421,84270776
30437,19110480
303572,182701860
136054,122459896
312527,31101988
370874,9641063
140592,18540240
377841,96606216
71778,20895502
199950,29211368
190852,21968380
67830,51968268
208455,133965260
462157,7642009
228701,40308130
329939,103355160
440520,1095298.5
367764,45693090
127480,1345954.8
186438,33814764
200433,7293589
200134,42686964
275380,206648480
99675,29284950
307262,3992542.5
354584,22639114
402847,16396561
90838,1874031.5
152632,24969674
319489,67334900
270904,75444910
107095,70340024
338868,85506320
372699,15671372
443059,948818.9
430108,84593290
165124,540225.75
377542,201726660
399562,113156250
111046,18035466
174685,17373750
391584,24679032
174366,4480690
278958,1151257.2
115864,24436310
361314,2318975.8
421516,7546756
438082,124957910
100374,31621760
406729,9944871
220801,8763471
416422,8222446
211886,6530545
310911,199380770
267518,51469200
280059,84036370
366682,215075.36
67621,30545800
192871,96168750
138413,6672382
119620,32697944
11743,40936376
428813,24693256
24097,755005800
196073,7421066.5
218231,16203363
22956,160307890
384151,5652998
283952,105113176
39085,77553224
2991,13524205
171726,44189940
252146,38639596
324628,3559120.8
72747,2641191.5
302444,2325330.8
10388,25049126
354884,54591868
288553,39634280
93869,8527979
108902,333997440
22811,31892568
384417,82316616
238460,114364500
23802,18320982
422280,29649100
325172,91956040
172020,29132416
187953,5263272.5
188192,44683044
330904,15575987
284767,78621384
205553,17252400
168767,18906176
162077,43847428
133451,44233556
93947,8297136
428947,86998376
83780,51301840
439983,41766824
440957,68555190
279138,3539059.5
186943,536006270
308365,44675036
19830,94510376
161385,11249293
290337,121575496
88664,112227320
54460,17721294
339332,18880138
168175,26137678
395119,48573664
189326,43666256
451957,490426500
38900,40997628
270094,35484180
18850,112161670
248185,24172424
436096,46995580
252096,10647445
401352,22156176
137528,97527830
463563,36933284
348067,128246744
225666,25307876
116407,81586296
195060,103215730
285841,6041057
3742,14768645
382299,7763934.5
198550,35875910
343916,14197861
163262,130075336
125884,131709450
97581,60706756
274997,142607870
239207,296292300
130824,174387460
45382,109358040
401828,224558780
382751,84926460
95025,84740200
107932,17859532
263896,16742835
384260,27522008
139494,35579884
156849,36112036
24318,55730004
370014,12649824
138088,213808540
459053,185228030
221251,1882312.9
349113,5300048
340987,9366362
457374,169749680
400443,59681828
62920,12868576
178234,37309720
253174,53540708
230748,348971.47
20459,369859.44
212486,12134959
267172,143634620
253230,3760947.2
336004,10690208
102400,44541452
371546,431766080
312746,36618628
147182,13744675
111255,56925456
430362,6884985
78582,7063881
179489,20713566
162205,24960564
279719,15378894
273756,289958430
217540,118910056
59132,34520690
4009,70745160
416917,1511541800
242710,24888756
131075,40858920
274995,13049342
272967,343262.75
253851,2111198.8
20358,11280383
418242,69420660
134444,199933890
257745,94430280
245057,33565040
410087,1466419.4
152121,175719870
43641,9929630
453796,220858580
223879,9224656
351122,127597120
464067,215305540
350083,184881860
79277,5329598.5
108719,109247090
453212,177319330
412138,78748820
124647,47668850
144036,516786800
264360,430747.62
389625,178333650
361215,2510488.2
78676,51217110
13014,103857270
469938,112530350
99080,191805300
275602,144641540
76205,103366490
248030,67062756
160464,28835100
217583,24617386
382988,122717240
176349,2535069
288133,19781942
334544,207578080
239481,97644790
358651,29409156
222577,1250723.4
249716,28157486
142936,1062768.4
58428,33798064
455377,784761500
218295,40142256
232636,49646624
133591,2573883.2
72677,82809256
69364,64573564
78826,40456944
168471,176310420
453053,25945632
61703,115765976
275694,6686213.5
268511,15293478
5672,87253950
14332,3373495.2
40515,9661078
200927,30718902
205809,49985704
139471,33561052
240216,74977096
20713,40030932
115712,411413730
403403,38757450
182073,1906792.6
372698,60523860
78718,28101604
417253,617560.1
72328,106354216
395449,913921
457430,8245871.5
433971,1205971
223854,14615091
389996,11644671
81076,1177745
450794,2427673.2
36684,84609384
261673,5059369.5
193042,84800616
31575,81426390
118716,5272921
471417,21561266
357501,21875898
23711,38394496
306463,70608580
375815,64586380
265063,67859016
21040,2366634.8
313742,46521124
189971,120359640
465651,32468160
457228,2840500.2
264416,2452890400
141028,55064110
223165,60364572
309747,144513800
31744,12037384
122012,51746100
364994,12670783
28910,29066136
453067,75482936
344159,23412892
406670,54406320
363709,130139880
278656,21652200
283676,110670984
35545,88021460
260236,4299166
192123,23027310
92604,3963651.2
55200,6575413
396999,85940310
421656,18052986
356745,56552156
326123,52676580
275406,488756670
38468,7324151
456363,36620036
219808,37712400
288518,5417391.5
200737,166544260
268204,18260480
333629,2087529.2
147992,168032800
345452,209782140
141766,2086245
211660,18877014
202232,1336495
271731,4671150.5
319163,110766536
160884,239917250
218894,59819304
52247,157179260
161708,4817792.5
187248,35589610
89364,2924137.5
154907,44592076
402253,4880952.5
150443,36016436
277332,3074404
446040,95219160
41219,17174848
2605,359016.28
111997,68536600
163360,4714879
15766,8040430
73892,28823608
157157,26208318
443300,18194496
59200,8488767
204424,14584517
206561,141100370
422150,6823230
155171,36223050
236699,163920000
286932,56396604
104563,3269538.8
463437,186938400
54353,57712524
49746,9562896
275795,5289960
358546,18461332
136494,762784.44
81280,43452150
457013,24531126
374254,5450310
214852,153398670
65323,131381190
158330,21246562
321791,35501084
355143,32247428
412349,63237976
85821,72141930
270726,27067828
99867,10763597
21754,34445468
29745,14157185
291222,50143940
444941,351850430
246522,32513712
217239,166169180
47577,9470850
270686,2745648
242875,220486880
229015,16431686
24659,750524540
230076,29368606
201890,16177628
112052,132857800
148229,14920023
89925,21264088
78685,7568193
462934,16440378
285452,117159210
461218,17092746
418196,45450090
411997,1084188.1
48567,4043377
144332,90189496
292877,25871136
241049,22188852
6780,24545454
237162,51766628
235247,29035488
86510,79072904
249602,10338294
426689,14382845
570,3021722.2
206887,102837670
17865,18002660
39029,6256587.5
420914,68317650
408775,3534281700
206448,90588936
44034,20521628
406509,56860096
459605,271803300
321388,74544600
140562,34830050
175017,122438936
152710,2045007.5
62027,85567380
150584,15985868
150157,132502400
207687,1478283000
117279,62999812
402733,6840429
128222,8436421
229165,322769400
422855,190159800
37204,97119050
155538,28465680
13050,3408218
109631,327084220
459909,11902103
69179,108067976
279689,13582951
454972,165034560
363010,67559830
389170,15745837
212885,76106696
203956,113266024
413258,32450396
229263,21010276
382695,18731334
37888,23379922
461660,19106156
165254,30757972
296767,9147024
215540,66427644
158406,27673724
152415,4301514
46258,36040748
178008,784881400
284450,86468760
420345,6440681
14226,6894551
131999,50843508
305628,180537010
470446,7419076.5
374215,13977325
463377,34385732
425680,3544026.8
239840,20592152
123761,5481235
48426,108187270
97092,158859800
30566,2604345.5
401804,2420358.2
459688,242634910
181107,35465344
361488,117767380
3080,11107239
120497,121929210
268158,10737079
238759,38115004
168634,31060410
126318,42770844
126708,84957290
455633,141962380
218516,37432844
433983,1249211.9
272564,126262090
189311,10343097
103684,33559052
240523,184772670
1655,508808420
156660,306382240
76055,72366700
118799,619888.94
194476,360174980
179366,191677390
386597,299877950
65045,45078596
371908,20559948
51075,118457096
389402,32524328
139026,46371740
138998,158848540
428565,47875492
60188,27260040
385379,139135150
132415,41530564
115963,25072000
317292,2743742.8
357167,136372800
91299,18799112
42826,13003101
329351,692496.8
290717,135187490
45049,82053780
87129,126271440
309957,63054296
40525,39654036
273347,25658916
132295,203677.61
397237,18578150
411528,18464670
417472,19118654
35487,645695500
51299,14229701
3043,21885892
7272,51186532
314497,5452494
283562,26943532
427611,12515103
254580,7997362
241600,17094352
302172,28664684
356918,71597300
98432,27979384
462804,24474536
380280,28622146
191195,2471855.2
245035,34855620
393373,2114338.8
176594,289101000
30926,28282776
105194,16709001
144606,37955376
16922,216428380
78911,273150140
59362,82162220
321786,155439330
137201,65915680
373849,33855852
212418,101783830
286296,28797840
185190,49107576
386790,3230890
352926,236271300
199235,14510265
132176,2737291.2
268964,86953320
322171,19809484
182019,8230879
265572,562368.44
73217,10412297
396977,66613556
239967,39690276
328777,187439980
228649,18071236
323169,33764788
82317,171037440
150408,74704330
166125,1909388.5
195305,79324580
44099,39256056
220710,31245456
295195,55235396
237150,10787043
47873,87507240
402883,5854727
397194,4684665
466972,8893799
209882,10544451
317206,1421996700
61424,64322452
81562,8104205
363431,13542295
48893,6374869
251471,72377060
278403,24961354
436041,28852228
21659,14422725
468244,30564620
145026,35279700
289805,82770790
238999,22028436
348187,408744500
22265,344890430
387279,1858211.5
258882,8638663
209152,63978652
446620,305857300
453452,45421228
166825,62245348
17459,86796696
373055,91406904
236495,71894800
101426,43959052
228396,64469580
283887,52780828
8584,28208428
34580,98901300
129774,29987000
307677,379065760
61025,7296535.5
250750,14234040
136453,31447664
391143,377931740
269044,551733570
25161,23410944
402328,42482856
100014,4734811
254757,36236304
468759,459466880
460019,39779908
182402,12744970
55837,48239500
155494,317967740
88813,206909340
20345,10672887
5802,21035184
416767,29712056
222008,5008972
201334,30833348
74774,65102664
74139,79149390
143525,178943360
210873,41453920
109805,23755686
105593,6557060.5
176414,20806436
50439,27039678
259991,67762080
156422,2711628.5
32595,47193236
4112,38078428
225057,104499640
70885,59207484
376987,2137519.2
248644,73660920
277076,65027676
398086,57243828
332387,61058730
463867,219950880
5476,14170666
248540,42898844
160310,42636524
137352,1054715.5
45341,36486010
142314,59006212
94934,4800859
347770,32789440
133869,123254150
330309,1572679
154411,8160607
273630,2116260.8
423524,68858230
197383,122654104
74039,5435106
283860,73317200
372000,318489630
389328,63411924
422092,30041884
301848,18368862
332838,200143140
281080,39646476
3075,28675526
92388,27681168
182968,56708260
357488,217597540
294434,7486438
197140,23790760
247223,23857630
53381,133504810
60528,92020776
405242,401982.6
168252,138827000
218547,51859540
63063,102194200
378166,44483720
321582,940055.4
262309,10252573
131448,23035054
338414,85869816
165836,16350411
12732,142456300
5309,9038970
313455,33091440
2873,179624660
428914,47232736
75441,17265076
114969,9186286
445435,30448228
144308,67896070
458328,29283996
85411,85388620
423014,40833384
176888,7817471
368323,2495653.5
114871,1291136.1
281190,36180732
270210,348717200
19791,15162137
180479,36705770
201939,18257252
267331,79679150
106254,68356536
23788,3708372.2
312243,38564644
179060,530235.94
258189,43058896
265093,2991343
157073,234376.44
455239,13177305
423301,1918770.2
419516,194567700
31089,11108613
247863,29354438
268838,246211330
31350,937461.75
164587,6975571
419100,260261180
76880,6621095.5
127107,8695335
360295,140249140
347054,23303278
300960,29583254
457705,25654412
155716,130286610
305682,44787816
350169,28927776
344350,108062760
464117,6235909
84160,133473384
220288,3483382.8
438010,21708620
349731,445218800
190179,23428848
152387,7286753
422617,90862790
317117,17639284
389334,782251.5
454331,64448570
378999,429734800
469651,22900038
261586,11744682
439990,24826176
57272,486314.7
178855,147305440
250944,190532000
429797,4134733.2
418533,7382552.5
186360,161297020
305261,10259610
285695,69334410
368277,7149491
287290,17779344
303577,77319176
103923,161339870
365477,138446200
425023,1237205200
20466,1892804.2
76368,47923910
167646,16652704
345260,69923624
423542,64508204
173487,8833389
17568,11172681
335512,14547369
349562,151457620
32858,1970911.2
379393,140956860
333405,20556460
83785,62930476
85018,37586644
140095,20079024
461823,3907568.2
183053,101592680
450737,11081293
295029,44518304
328650,138440540
329866,144965000
404747,3414477.8
47826,9499645
300651,4749146
119932,4757020.5
433993,85030984
306875,483902.75
230750,143755550
19524,34043544
386054,3382964.2
434523,10514833
427590,7585795.5
189108,44006876
392935,223196670
367214,57145316
307842,63039852
186617,6466272.5
240388,1706848.9
11830,8422621
181100,105980870
174867,39285630
1206,7778032
78642,91750530
66702,11076915
446342,12668147
376400,173029280
260675,101120230
37623,11669835
143440,6699483
247675,18999808
73242,515388.75
418298,127826320
210129,694923100
346618,19905688
277716,23324580
276859,89300776
238372,66732696
56259,34435684
38717,12391736
374379,95564410
231004,14457475
123366,33867540
231557,22928016
225828,2877697.2
403213,292433700
221766,348280300
459275,19264048
401640,74576250
407953,29742672
33503,1686828.5
438684,27028976
227179,281216800
70988,634046.25
279301,87680184
131188,2057141
384079,43148788
77014,320385760
58021,19289004
362670,9676179
147129,16432400
191461,59398.21
92822,906748540
119305,7348921.5
87759,97248470
70697,103160860
450618,97047864
453744,216425860
74727,2825155
16212,76125340
99553,52470436
322053,6462023
402355,21503780
406574,11094141
294022,19188078
87592,183729340
272438,11122911
136834,512322240
188800,42629572
3741,225493470
328521,146435490
282308,53544580
24685,28493278
268515,21809692
463903,39257884
24956,18189572
159959,46439108
363846,21335440
309096,59397588
261684,16820184
187115,13042759
276526,24145496
347430,415297400
85927,10070455
191460,58640190
343660,707478700
333914,34940864
173077,3954571.8
79573,28832848
196177,2397714.5
108908,341029920
387345,484816900
51517,19131560
385206,57993676
96057,142446980
285953,4127854.8
95572,12057470
271242,7591951
298531,47520624
134182,21203830
146031,16992618
375670,27642442
192070,34536210
99964,159514980
460691,168865700
82677,12248532
458909,7855378
101298,106955590
339249,9347720
440116,67017790
282299,56680520
18724,77696870
254972,36523550
74474,39834550
233552,57582724
437963,57248116
208273,3551609.5
208799,17536094
416153,24939792
200903,520580.2
207547,140282660
171979,63075012
193755,2398466.8
243876,181709940
152009,2488406.5
7047,1142058
166684,257680160
462199,1090350
416217,21194718
379924,9381397
201171,2326566.2
470615,7262386
225150,27495632
224636,54014590
305330,25347756
207637,13516361
240208,43994684
269763,2104806
332973,52515704
335452,78171570
318491,28719376
293714,142110500
343468,189540850
403309,5290129
330677,88213270
217342,53008860
413860,15399197
353277,58082584
47619,24610420
264698,75526510
188551,149278110
253885,17796246
200489,6416422
408067,4221054.5
377701,7918972
70463,3468980.2
432523,120143624
233187,57386376
144600,1460203.9
40549,32582080
240980,7241818
326736,77524480
338791,22185244
28235,181703680
326406,10655707
116534,105522010
322754,38022028
105213,5985641
156293,10431585
64605,126298664
378016,3904033
182043,27083712
38202,3975643.8
186685,447060.5
59560,71530744
385587,7319610.5
239622,44343940
455758,101619944
379100,77595336
316591,133083.62
450327,67980390
432034,96031140
454430,100198320
215328,56172444
222142,150817760
112924,1190428900
371130,32795388
430007,171407020
45092,38666556
237015,18747294
373606,18236380
345533,76851800
108847,23817208
325872,86427560
168764,5094505
425803,380468930
261217,5525743
406135,4106999.5
177837,5882234
319951,526256830
652,1856932.1
17280,22383178
69923,17360322
295024,19788848
36474,146628580
270197,75974696
8045,93868340
444995,3198382000
220862,1363009.1
364818,71637780
172298,25485668
255546,149853470
38748,11462167
148340,273609180
321077,5117604.5
240385,4887358.5
346243,29941440
302439,26562812
1589,86244740
400091,5419394.5
143546,58917990
320267,64896564
6333,34585870
267388,30707112
145340,170395330
110717,22025660
338465,9051575
415060,135495620
266935,617733.6
469224,5617779
221129,61280988
220969,11081570
43345,18219202
51198,31070398
256266,25299436
257034,13218961
458757,29939360
470045,31301976
329186,6333353
308862,36565068
426956,90524104
378776,48461428
194110,468794600
462298,43720496
269833,130515976
3570,8090977.5
408490,9301760
271166,2397838.2
149148,50578970
274054,64467868
21699,1681002
235723,8774225
363187,19073788
439485,123809960
423435,70600780
457764,87162360
304427,261039710
176870,32666102
140390,93669920
89511,214148860
105170,57113388
158977,91393740
464555,853827.6
37388,101197490
104197,9771394
380266,73123864
107629,11340096
330467,21978428
217502,5122933.5
312894,4040805.8
253757,8517830
434813,27239372
405388,196923420
264409,129034504
167731,7317996
204292,2968212
349992,2268881.8
231,2290965
356972,19131336
245009,87386740
111589,55747612
160574,16112949
102943,14287015
347902,9584650
348502,31536060
56353,98554500
23254,658301.25
326168,135155420
421605,28795868
318209,56828476
464322,32396532
169782,23814596
80036,39679424
101322,31895192
458288,26845916
434534,2607410.5
259243,8491251
308815,78133470
405336,38806744
445012,19463334
443383,135266260
132859,24726528
355811,2765065.8
32751,17729548
376824,252736160
134893,51846464
322364,6919390
404268,1507390.2
104558,70385530
187339,309966240
142194,142145440
373083,8381647
376338,6092916
55630,3549686.2
189009,25404024
184122,1688643700
167050,184511800
447909,19007272
417098,3058551.2
144255,198725540
101997,153636590
162010,32412584
325389,454618940
368021,30331528
272724,71509740
340055,27954076
298240,7895191.5
111756,82375540
198562,7221189
212242,42985140
188658,57668100
468057,42829940
437388,81167224
243677,37245340
132597,1179949600
34470,117525976
86970,6171262.5
420340,5609627
195683,4859514
85945,37727480
203219,64828510
282563,685363100
319075,24315184
141261,12836484
311690,191311260
74113,60487108
398556,52399988
123170,115909690
285141,7046605
26619,3877405.8
226392,129322650
78849,23839784
408609,55391850
395453,92993640
417634,17232672
356996,115949940
70664,4383886
397427,2072209900
154107,69981180
390829,50646116
350022,19321996
446339,187294180
399368,77704500
216387,10433475
110821,45186470
404475,150437330
423735,101196344
48718,41581988
75709,3336801.8
4654,213036420
397695,55020880
8785,3548276
432736,58194596
367292,9642503
120227,1068025.5
33627,50522172
254460,20663732
129369,104060440
191094,5531542.5
352108,61779044
194238,12906577
287938,6659714
149912,681287200
241957,5624133
317368,9004775
137423,3361012.2
115008,38275696
374487,430346750
178029,107981210
221123,32434626
55374,8697297
335503,34427840
266787,2375363
221984,20094040
56729,515097.72
256845,301118750
451320,26553960
408705,643602.44
304717,2014029
322104,31551664
103443,66699730
122244,87326080
303140,904362.75
108660,20829776
411757,63171276
365967,140506300
230439,28370792
283505,134498220
215278,25665528
302828,103838570
454304,72797304
72971,11491272
342305,18624148
245192,23789692
409931,5538494.5
363475,46506884
235265,133703544
252189,55706556
151840,17577304
304774,8918416
154165,381568.6
261364,14492387
205106,25318368
411282,38854904
123533,48522284
431217,3959166
449770,76711350
374589,17076316
376741,50145770
262801,228314880
272003,12572061
401862,92932950
459723,26946552
146532,195815490
387292,3090130.8
297404,43408020
226593,40281076
133648,17918892
160852,593740540
196113,7335729.5
205490,41583428
313950,30361120
402158,3500338.8
296179,1438226.1
106551,9462729
336378,99528170
340662,85044430
422806,106631190
189188,62394890
188545,116516616
236731,28938082
297670,25635004
2602,674516000
321994,7881674
170820,3967072.2
415657,83456850
33118,15306043
95240,35503180
140675,17187380
145879,51167260
190579,5329011.5
181588,8938129
61087,75039180
380608,1356380400
105084,3161349.2
34531,11017501
179805,10163302
340728,20612562
370962,82008410
94366,80401896
361963,6320710
427094,33669064
332836,18045904
317162,146813630
339234,23826594
4331,21032250
26273,30906282
24864,55384990
192603,9344067
367750,114246856
295569,129485544
468043,68371180
153875,89718840
279875,131475736
410128,11198846
86999,91839816
31570,277525660
164642,63599932
242728,55837310
429256,47165236
61767,197107840
26127,7461387.5
121040,503307.7
290260,84774930
249142,432598080
147653,26818180
402607,3653362.2
359511,5078349
308180,1480029.2
50231,14700471
325669,57263348
161146,44965748
207247,20144928
252147,4445400
6179,225775710
266768,146628300
319347,15212021
276274,23968456
277973,27213920
57697,47882044
409152,105077896
463411,63869836
54176,87744320
139047,16609861
73429,1867786.8
67845,217788690
309490,67726610
455698,52486268
221653,188270960
251624,4014652.8
390080,1916617.8
60747,497092860
94343,37169996
381866,75608870
5502,26219352
86011,27071212
347515,10134182
193836,37434696
8552,81976536
396896,2296329.8
452760,9988273
136070,87038780
48312,7543714
136642,3013469.5
152013,20385896
13406,2080544.8
241127,84072630
168216,104998216
310316,20208700
12758,51047130
198717,51970996
277333,379112060
392973,17247748
208595,39420264
93593,32959374
237069,60131670
403014,45097756
271151,4292933
104591,354699.75
12651,493833150
113551,8734296
376507,334736960
419180,6046481
134658,39684104
153539,7477269
59797,69560050
255977,23476346
192214,43221076
427052,252032860
421967,41367404
177099,7020615.5
398460,9313701
109349,2183201.5
18965,59298668
115244,14674291
58462,6671129
61817,8546680
393212,115125050
228405,33642480
118437,42606940
408103,7942474
177558,16598136
291563,84776990
253281,10238827
144765,22674358
464867,27582724
55695,24261226
96979,242915580
274873,1019219.2
20482,4464393
128407,129369304
382078,35656390
315883,69638840
389546,32690928
465764,16970772
113917,33430114
332896,25048008
28555,7485304
198890,20866272
39336,53119508
145732,8473318
273886,517283200
272715,30101608
85897,70115800
191614,49263220
12996,15921171
147124,144855980
51750,61136990
169393,20978964
103699,256140720
10944,7970668
212588,26624372
258560,134869440
225777,12501599
267092,17399046
21445,243066690
63567,565972.9
131225,26912760
119787,2524627.8
119510,250850140
323317,176062290
72613,285100480
404312,10580888
268262,1511050.8
324849,38661244
396357,4351149
71968,152154850
307655,14491269
372078,4987076
70922,66270216
396653,98001050
404817,18655720
430294,103880264
446195,16295677
371740,60905090
234328,15936100
453901,37859948
417919,76112570
13293,48782510
122929,56017356
61200,88235944
141938,91049180
383345,6501549.5
429221,29937500
348444,10310476
259350,54372796
43879,4954426.5
157905,15168391
95069,920348.25
400348,30281124
267397,74939850
133417,44150628
103046,30936196
11513,6066702
446645,447103040
329468,199233780
96174,36642740
374201,34065028
237910,106197720
262045,10853727
69504,6217282
412361,797913000
254731,9402932
220928,24483124
356044,52915244
138516,518353660
47340,38323610
72304,3860113.8
